ArtifactID,Category
jakarta-bcel:jakarta-bcel,Software Configuration Management
jakarta.activation:jakarta.activation-api,Software Security
jakarta.annotation:jakarta.annotation-api,Software Security
jakarta.authentication:jakarta.authentication-api,Software Configuration Management
jakarta.authorization:jakarta.authorization-api,Software Configuration Management
jakarta.batch:jakarta.batch-api,Software Configuration Management
jakarta.ejb:jakarta.ejb-api,Software Configuration Management
jakarta.el:jakarta.el-api,Software Security
jakarta.enterprise.concurrent:jakarta.enterprise.concurrent-api,Software Configuration Management
jakarta.enterprise.concurrent:jakarta.enterprise.concurrent-tck,Software Configuration Management
jakarta.enterprise.deploy:jakarta.enterprise.deploy-api,Software Configuration Management
jakarta.enterprise:cdi-api,Software Configuration Management
jakarta.enterprise:cdi-tck-api,Software Construction
jakarta.enterprise:cdi-tck-core-impl,Software Configuration Management
jakarta.enterprise:cdi-tck-ext-lib,Software Construction
jakarta.enterprise:cdi-tck-impl,Software Configuration Management
jakarta.enterprise:cdi-tck-lang-model,Software Construction
jakarta.enterprise:cdi-tck-web-impl,Software Configuration Management
jakarta.enterprise:jakarta.enterprise.cdi-api,Software Quality
jakarta.enterprise:jakarta.enterprise.cdi-el-api,Software Configuration Management
jakarta.enterprise:jakarta.enterprise.lang-model,Software Quality
jakarta.faces:jakarta.faces-api,Software Configuration Management
jakarta.inject:jakarta.inject-api,Software Quality
jakarta.inject:jakarta.inject-tck,Software Construction
jakarta.interceptor:jakarta.interceptor-api,Software Quality
jakarta.jms:jakarta.jms-api,Computing Foundations
jakarta.json.bind:jakarta.json.bind-api,Software Configuration Management
jakarta.json.bind:jakarta.json.bind-tck,Software Configuration Management
jakarta.json:jakarta.json-api,Software Configuration Management
jakarta.json:jakarta.json-tck-tests,Software Configuration Management
jakarta.json:jakarta.json-tck-tests-pluggability,Software Configuration Management
jakarta.jws:jakarta.jws-api,Software Configuration Management
jakarta.mail:jakarta.mail-api,Software Configuration Management
jakarta.management.j2ee:jakarta.management.j2ee-api,Others
jakarta.mvc.tck:mvc-tck-api,Software Configuration Management
jakarta.mvc.tck:mvc-tck-tests,Software Configuration Management
jakarta.mvc:jakarta.mvc-api,Software Configuration Management
jakarta.persistence:jakarta.persistence-api,Software Security
jakarta.persistence:persistence-api,Software Configuration Management
jakarta.platform:jakarta.jakartaee-api,Others
jakarta.platform:jakarta.jakartaee-bom,Software Engineering Management
jakarta.platform:jakarta.jakartaee-core-api,Software Configuration Management
jakarta.platform:jakarta.jakartaee-web-api,Software Configuration Management
jakarta.resource:jakarta.resource-api,Software Configuration Management
jakarta.security.auth.message:jakarta.security.auth.message-api,Software Configuration Management
jakarta.security.enterprise:jakarta.security.enterprise-api,Software Configuration Management
jakarta.security.jacc:jakarta.security.jacc-api,Software Configuration Management
jakarta.servlet.jsp.jstl:jakarta.servlet.jsp.jstl-api,Software Security
jakarta.servlet.jsp:jakarta.servlet.jsp-,Software Construction
jakarta.servlet.jsp:jakarta.servlet.jsp-api,Software Quality
jakarta.servlet:jakarta.servlet-,Software Construction
jakarta.servlet:jakarta.servlet-api,Software Security
jakarta.transaction:jakarta.transaction-api,Software Security
jakarta.transaction:jta,Software Configuration Management
jakarta.validation:beanvalidation-standalone-container-adapter,Software Quality
jakarta.validation:beanvalidation-tck-tests,Software Configuration Management
jakarta.validation:jakarta.validation-api,Software Security
jakarta.websocket:jakarta.websocket-api,Software Configuration Management
jakarta.websocket:jakarta.websocket-client-api,Software Configuration Management
jakarta.ws.rs:jakarta-restful-ws-tck,Software Configuration Management
jakarta.ws.rs:jakarta.ws.rs-api,Software Configuration Management
jakarta.xml.bind:jakarta.xml.bind-api,Software Security
jakarta.xml.registry:jakarta.xml.registry-api,Software Configuration Management
jakarta.xml.rpc:jakarta.xml.rpc-api,Software Configuration Management
jakarta.xml.soap:jakarta.xml.soap-api,Software Security
jakarta.xml.ws:jakarta.xml.ws-api,Software Security
jama:jama,Others
james:mailet-api,Others
jamon:jamon,Software Configuration Management
janino.wso2:janino,Software Engineering Operations
jar:external-jar-with-schemas,Others
jargs:jargs,Software Security
jasig:uportal,Software Security
java-cup:java-cup,Computing Foundations
java.es.accenture.flink:flink-kudu,Others
java:java,Computing Foundations
java:java-plugin,Software Design
java:jre,Others
java:photon-model,Software Configuration Management
java:plugin,Others
java:tools,Software Construction
javacsv:javacsv,Software Configuration Management
javadoc:javadoc,Software Construction
javafx-packager:javafx-packager,Software Construction
javafx.dev:ant-javafx,Software Construction
javafx:javafx,Software Design
javafx:jfxrt,Software Construction
javagraphics:JBreadCrumb,Others
javamail:javamail,Computing Foundations
javamail:mail,Software Utilities
javaparser:javaparser,Software Construction
javapns:javapns,Software Architeture
javasysmon:javasysmon,Software Construction
javaws:javaws,Computing Foundations
javax.activation:activation.osgi,Computing Foundations
javax.activation:com.springsource.javax.activation,Software Construction
javax.annotation:com.springsource.javax.annotation,Software Construction
javax.annotation:jsr305,Computing Foundations
javax.comm:comm,Computing Foundations
javax.ejb:com.springsource.javax.ejb,Software Construction
javax.el:el-ri,Software Construction
javax.inject:com.springsource.javax.inject,Software Configuration Management
javax.inject:inject,Software Engineering Operations
javax.inject:jsr330-api,Computing Foundations
javax.j2ee:j2ee,Computing Foundations
javax.jbi:jbi,Software Configuration Management
javax.jcr:jcr.osgi,Computing Foundations
javax.jms:com.springsource.javax.jms,Software Construction
javax.jmx:jmx-ri,Software Construction
javax.jnlp:javaws,Others
javax.jnlp:jnlp,Others
javax.jnlp:jnlp-api,Software Configuration Management
javax.jts:jts,Computing Foundations
javax.jws:com.springsource.javax.jws,Software Construction
javax.lang:javac-api,Software Construction
javax.mail:activation,Software Construction
javax.mail:com.springsource.javax.mail,Others
javax.mail:mail.osgi,Computing Foundations
javax.management:jmx,Computing Foundations
javax.management:jmx_remote,Computing Foundations
javax.management:jmxremote,Software Architecture
javax.management:jmxremote_optional,Software Construction
javax.management:jmxri,Software Construction
javax.media.jai:com.springsource.javax.media.jai.core,Computing Foundations
javax.media:jai-core,Others
javax.media:jai_cliwrapper_jiio,Others
javax.media:jai_codec,Software Domain
javax.media:jai_imageio,Software Domain
javax.media:jai_mlibwrapper,Others
javax.persistence:com.springsource.javax.persistence,Computing Foundations
javax.persistence:ejb3-persistence,Others
javax.persistence:javax.persistence,Software Configuration Management
javax.persistence:jpa-api,Software Security
javax.resource:com.springsource.javax.resource,Software Construction
javax.rules:jsr94,Others
javax.script:groovy-engine,Software Construction
javax.script:groovy-engine.osgi,Computing Foundations
javax.script:jruby-engine,Software Construction
javax.script:js-engine,Software Quality
javax.script:jython-engine,Software Construction
javax.script:script-api,Others
javax.script:script-api.osgi,Computing Foundations
javax.script:script-js,Software Quality
javax.servlet.jsp.jstl.wso2:jstl,Others
javax.servlet.jsp.jstl:jstl,Software Design
javax.servlet.jsp:jsp-,Software Construction
javax.servlet:com.springsource.javax.servlet,Software Construction
javax.servlet:com.springsource.javax.servlet.jsp.jstl,Others
javax.servlet:jsp,Software Construction
javax.servlet:servlet-,Software Construction
javax.time:time-api,Computing Foundations
javax.transaction:com.springsource.javax.transaction,Software Construction
javax.validation:com.springsource.javax.validation,Others
javax.ws.rs:com.springsource.javax.ws.rs,Software Construction
javax.ws.rs:javax.ws.rs,Software Construction
javax.wsdl:com.springsource.javax.wsdl,Computing Foundations
javax.xml.bind:activation,Computing Foundations
javax.xml.bind:com.springsource.javax.xml.bind,Others
javax.xml.crypto:xmldsig,Software Security
javax.xml.rpc:com.springsource.javax.xml.rpc,Computing Foundations
javax.xml.soap:com.springsource.javax.xml.soap,Software Construction
javax.xml.stream:com.springsource.javax.xml.stream,Software Construction
javax.xml.stream:jsr173_1.0_api,Computing Foundations
javax.xml.ws:com.springsource.javax.xml.ws,Software Construction
javax.xml.ws:jaxws-api.osgi,Computing Foundations
javax.xml.xquery:xqj-api,Computing Foundations
javax:annotation,Software Construction
javax:inject,Software Construction
javax:j3dcore,Others
javax:j3dutils,Others
javax:javax.servlet,Software Configuration Management
javax:servlet,Software Construction
javax:vecmath,Others
javax:wsdl,Computing Foundations
jax-qname:jax-qname,Software Utilities
jaxb:jaxb-api,Software Configuration Management
jaxb:jaxb-impl,Software Configuration Management
jaxen:jaxen.osgi,Computing Foundations
jaxm:jaxm-api,Software Utilities
jaxm:jaxm-runtime,Software Utilities
jaxr-ra:jaxr-ra,Software Configuration Management
jaxrpc:jaxrpc,Others
jaxrpc:jaxrpc-api,Software Utilities
jay:yydebug,Software Security
jazzyplugin:jazzyplugin,Software Configuration Management
jboss.aop:jboss-aop-jdk50,Others
jboss.aop:jboss-aop-jdk50-client,Software Construction
jboss.common.core:jboss-common-core,Software Configuration Management
jboss.common:jboss-common,Computing Foundations
jboss.jaxr:juddi-service,Computing Foundations
jboss.jboss-aop:jboss-aop,Others
jboss.jboss-embeddable-ejb3:hibernate-all,Software Engineering Management
jboss.jboss-embeddable-ejb3:jboss-ejb3-all,Software Engineering Management
jboss.jboss-embeddable-ejb3:thirdparty-all,Software Utilities
jboss.jboss-test:jboss-test,Software Configuration Management
jboss.jbossas.core-libs:jboss-common-client,Software Construction
jboss.jbossas.core-libs:jboss-common-jdbc-wrapper,Software Quality
jboss.jbossas.core-libs:jboss-jca,Software Engineering Management
jboss.jbossas.core-libs:jboss-jmx,Software Construction
jboss.jbossas.core-libs:jboss-local-jdbc,Software Quality
jboss.jbossas.core-libs:jnpserver,Software Quality
jboss.jbossts:jbossjta,Computing Foundations
jboss.jbossts:jbossjts,Software Configuration Management
jboss.jbossts:jbossjts-integration,Software Configuration Management
jboss.jbossts:jbossjts-jacorb,Software Configuration Management
jboss.jbossts:jbossts-common,Software Configuration Management
jboss.jbossts:jbossts-tools,Software Configuration Management
jboss.jbossts:jbossxts,Software Configuration Management
jboss.jbossws:jboss-jaxrpc,Software Construction
jboss.jbossws:jboss-jaxws,Software Engineering Management
jboss.logging.log4j:jboss-logging-log4j,Software Configuration Management
jboss.logging:jboss-logging-spi,Software Configuration Management
jboss.messaging:jboss-messaging,Software Configuration Management
jboss.messaging:jboss-messaging-client,Software Configuration Management
jboss.messaging:resources,Software Configuration Management
jboss.profiler.jvmti:jboss-profiler-jvmti,Software Configuration Management
jboss.seam.profiles:seam-facelets,Software Quality
jboss.seam.profiles:seam-nopersistence,Software Quality
jboss.seam:jboss-seam-debug,Software Quality
jboss.web:el-api,Software Configuration Management
jboss.web:jasper-jdt,Software Configuration Management
jboss.web:jbossweb,Software Configuration Management
jboss.web:jsp-api,Software Configuration Management
jboss.web:servlet-api,Software Quality
jboss:javassist.osgi,Computing Foundations
jboss:jboss-backport-concurrent,Software Construction
jboss:jboss-common-logging-jdk,Software Engineering Operations
jboss:jboss-common-logging-log4j,Software Configuration Management
jboss:jboss-common-logging-spi,Software Configuration Management
jboss:jboss-container,Software Configuration Management
jboss:jboss-ejb-api,Software Configuration Management
jboss:jboss-ejb3,Software Engineering Management
jboss:jboss-kernel,Software Configuration Management
jboss:jboss-logging-jdk,Software Security
jboss:jboss-logging-log4j,Software Quality
jboss:jboss-logging-spi,Software Configuration Management
jboss:jboss-remoting-servlet-invoker,Software Engineering Management
jboss:jboss-test,Software Configuration Management
jboss:jbpm,Others
jbpm:jbpm,Others
jbpt:jbpt,Software Engineering Management
jca:jca,Computing Foundations
jcaptcha:jcaptcha-all,Software Security
jconnect:jconn4,Software Construction
jcseg:jcseg-core,Others
jdbc:ojdbc,Computing Foundations
jdbc:ojdbc5,Software Configuration Management
jdbc:ojdbc6,Software Configuration Management
jdbcpool:jdbcpool,Software Configuration Management
jdistlib:jdistlib,Others
jdk.dio:device-io,Software Construction
jdk.nashorn:jdk-nashorn,Software Construction
jdk.tools:jdk.tools,Computing Foundations
jdk:jdk.dio,Computing Foundations
jdk:tools,Software Security
jdo:jdori,Computing Foundations
jdom:jdom.osgi,Computing Foundations
jeceira:jeceira,Software Construction
jencks:geronimo-connector,Computing Foundations
jencks:geronimo-transaction,Computing Foundations
jencrypt:jencrypt,Software Construction
jersey2-metrics:jersey2-metrics-test-helpers,Software Quality
jersey:jersey-core,Others
jersey:jersey-server,Others
jetspeed:portlet-api,Software Design
jetty:jsp,Software Quality
jetty:jsp-api,Software Configuration Management
jffmpeg:jffmpeg,Software Construction
jflac:jflac,Others
jfree:jcommon-xml,Others
jfree:pixie,Others
jfreechart:patch,Software Construction
jgoogleanalytics:jgoogleanalytics,Software Construction
jgraphx:jgraphx,Others
jgroups:jgroups-core,Software Construction
